Commit,File,Scope
https://github.com/swc-project/swc/commit/a3105428ba2ff9abd7d0e5464868da3ca9b66294,block_scoping.rs,2-Struct
https://github.com/swc-project/swc/commit/a3105428ba2ff9abd7d0e5464868da3ca9b66294,config.rs,3-Struct
https://github.com/swc-project/swc/commit/a3105428ba2ff9abd7d0e5464868da3ca9b66294,config.rs,1-Struct
https://github.com/swc-project/swc/commit/a381fb8bce0ed82e7b0a201bb175acb13ce90205,block_scoping.rs,0-Struct
https://github.com/swc-project/swc/commit/a9bf9bb9e1b4e060a554ce5f7cfebe6a64d9791b,basic_impl.rs,0-Struct
https://github.com/swc-project/swc/commit/ab7d46c5bcdc54b8e9a96374721f2a2e854e52f3,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/aea08fb8c94c0d7857e8c1624566844cfca5fbba,mod.rs,2-Struct
https://github.com/swc-project/swc/commit/afdb168aad9096e4653580a52cc7736915cd2b69,node.rs,0-Struct
https://github.com/swc-project/swc/commit/afdb168aad9096e4653580a52cc7736915cd2b69,mod.rs,1-Struct
https://github.com/swc-project/swc/commit/b044d2c6dd0e29bb95527d802ad3bddd27aa43e2,class_properties.rs,1-Struct
https://github.com/swc-project/swc/commit/b1e4122b0212e6c6ee371fe524a89c6e95c82121,lib.rs,2-Struct
https://github.com/swc-project/swc/commit/b2aec35eb6e482cf88f7b58531573ec8cd04bf12,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/b9f5a50d184b2aa2c99631cea510d5762ecb1ea6,strip.rs,2-Struct
https://github.com/swc-project/swc/commit/bbe8f3d8fe0a5a62fa2624c5cbe46980ad6264ac,class.rs,2-Struct
https://github.com/swc-project/swc/commit/beb2c73c2c2a00e1d2244376e1ca677d6001716a,usage_analyzer.rs,2-Struct
https://github.com/swc-project/swc/commit/bf445a75c4ed1df5a4f450e0c665159188655de1,module_decl.rs,3-Struct
https://github.com/swc-project/swc/commit/c9adf0333811b2830fe3f3c06d6fd9706f7bb9ae,mod.rs,10-Struct
https://github.com/swc-project/swc/commit/ca0d6ddf2e1b0c9514938580fe95f3075f0dc1a5,mod.rs,2-Struct
https://github.com/swc-project/swc/commit/cb2b0c671f9dec9a53df52aa34f9d8091ebecb98,mod.rs,11-Struct
https://github.com/swc-project/swc/commit/de8a7116cd587a6ddb8d734ffd96cdacd076f48c,constructor.rs,2-Struct
https://github.com/swc-project/swc/commit/e448a8910ca5abe1524a69f54d091f6dbde052d1,lib.rs,1-Struct
https://github.com/swc-project/swc/commit/e448a8910ca5abe1524a69f54d091f6dbde052d1,lib.rs,1-Struct
https://github.com/swc-project/swc/commit/e4b8a0cc1eed8de5d7f8f9706ced5acc56f6c15e,strip.rs,3-Struct
https://github.com/swc-project/swc/commit/e8a1710a2124f8474e20a0df212eb0c3b6bcc1dc,mod.rs,1-Struct
https://github.com/swc-project/swc/commit/ea610c6dede4f666db7a95bfa44787d8c4c3cbe8,expr.rs,12-Struct
https://github.com/swc-project/swc/commit/ea610c6dede4f666db7a95bfa44787d8c4c3cbe8,decl.rs,3-Struct
https://github.com/swc-project/swc/commit/eec65f25bbfaaf81ee6e18ed2b9461c1d7d8c618,lib.rs,1-Struct
https://github.com/swc-project/swc/commit/ef6a745599563da4a577971c4aaf3222eb4345ad,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/f30ffdf200555ba59afe88c3dc4ba6fa89d76fe6,mod.rs,1-Struct
https://github.com/tauri-apps/tauri/commit/10314cd5cfe956fe5b3ae10acf551a92bdc366d3,fs.rs,0-Struct
https://github.com/tauri-apps/tauri/commit/1ecb8651a795aa53eded31e3fb357c857dcf2ab1,event.rs,3-Struct
https://github.com/tauri-apps/tauri/commit/40ac52971eb350e839f41401043c5cde31fa8974,config.rs,5-Struct
https://github.com/tauri-apps/tauri/commit/4f0f3187c9e69262ef28350331b368c831ab930a,info.rs,1-Struct
https://github.com/tauri-apps/tauri/commit/85df94f2b0d40255812b42c5e32a70c4b45392df,settings.rs,5-Struct
https://github.com/tauri-apps/tauri/commit/8bdd8949254d63bfc57ad67ce2592d40a0b44bf8,config.rs,5-Struct
https://github.com/tauri-apps/tauri/commit/b43019a2b0fb5f6688b9db3f4f9ca08ea8b03b79,fs.rs,0-Struct
https://github.com/tauri-apps/tauri/commit/bdd5f7c2f03af4af8b60a9527e55bb18525d989b,sign.rs,0-Struct
https://github.com/tauri-apps/tauri/commit/c576119013297f3731d76924a887c5c2a62c13ba,core.rs,1-Struct
https://github.com/tauri-apps/tauri/commit/c5ee5f8c6f32a30cd9e3d5e0b334b39ce86edf3a,config.rs,0-Struct
https://github.com/tauri-apps/tauri/commit/d4db95e7161e064d9463bc84d871a5391c3ce2d7,mod.rs,0-Struct
https://github.com/tokio-rs/tokio/commit/8025d85019907e72ff3774db7f780e476e825e57,event_loop.rs,2-Struct
https://github.com/tokio-rs/tokio/commit/e20dff39ce3eaba7ec40e3ecbbd5e737d07427eb,mod.rs,0-Struct
https://github.com/xi-editor/xi-editor/commit/5c660d59f775b66ee320f80af873019468b4d2a7,editor.rs,0-Struct
https://github.com/xi-editor/xi-editor/commit/fde226b9ff1ead2f408ff4c9336581050d637958,config.rs,5-Struct
https://github.com/yewstack/yew/commit/2b584ca37b2be1cf8f751ad8442a665c7ba0f745,tag_attributes.rs,0-Struct
https://github.com/yewstack/yew/commit/2e098f4f6c7a12efde10957ca773f5f592c65c93,server_renderer.rs,0-Struct
https://github.com/yewstack/yew/commit/69aa458777962b274bee600fa219d3fd7d113bdc,main.rs,0-Struct
https://github.com/yewstack/yew/commit/78d4204a9a52a826bd2be4e7383d29e04233fb5b,vtext.rs,0-Struct
https://github.com/yewstack/yew/commit/8eb9b5a4dc6567359d031eda16510849f820cf2a,input.rs,0-Struct
https://github.com/yewstack/yew/commit/aa1a7c4e9659de6651633be4081ded3a3a8258db,lib.rs,0-Struct
https://github.com/yewstack/yew/commit/e9de1652cf92b019447a912e99b9e45f0dbb176d,vlist.rs,0-Struct
